label,group,description,value,unit,rationale,reference,link
Ass_I_P_metal_nonfe_fec_2035,ui,FEC NE-Erzeugung (WZ 24.4+5) 2035,12800000.0,MWh/a,"GreenSupreme Szenario 2050, nur ein Fünftel des Gießerei-Energieeinsatz entfällt auf NE-Produktion (siehe Produktionsmengen)
Addition von NE-produktion (S. 52) und Gießereien (S. 53)*Produktionsanteil NE-Guss (0,2)
RESCUE GS S. 52: Energiebedingte THG-Emissionen in der Nicht-Eisen-Metallindustrie werden durch die Umstellung auf erneuerbare Energieträger vollständig reduziert. Die Produktions- und Verhaltensänderung und die daraus resultierenden Entwicklungen der Produktionsmengen bewirken einen geringeren Endenergieverbrauch im GreenSupreme-Szenario im Vergleich zu den anderen Green-Szenarien, der im Zieljahr 2050 [2030/2040] bei 10,1 [16,6/13,1] TWh liegt.
RESCUE GS S. 53: Energiebedingte THG-Emissionen in der Gießereiindustrie werden durch die Umstellung auf erneuerbare Energieträger bis 2050 vollständig reduziert. Die Produktions- und Verhaltensänderung und die Entwicklungen der Produktionsmengen bewirken einen geringeren Endenergieverbrauch im GreenSupreme-Szenario im Vergleich zu den anderen Green-Szenarien, der im Zieljahr 2050 [2030/2040] bei 2,7 [5,9/3,3] TWh liegt. Der Anteil Strom beträgt in denselben Jahren 2,7 [3,9/3,3] TWh.
","UBA 2019 RESCUE GreenSupreme S.52f, RESCUE S. 249","https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
https://www.umweltbundesamt.de/sites/default/files/medien/376/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet.pdf"
Ass_I_P_metal_nonfe_ratio_fec_to_prodvol_2035,ui,Ratio FEC to production volume non-ferrous metals 2030,1.3473684210526315,,"Es ist zu erwarten, dass der spezifische Energiebedarf infolge des höheren Sekundärmetallanteils sinkt.
""Die Erhöhung des Sekundäranteils ist hingegen sowohl in der Aluminium- als auch in der Zinkindustrie eine gängige THGMinderungsmaßnahme in branchenübergreifenden sowie -spezifischen Studien.""
Bei konstanter Produktionsmenge (Agora 2020, S.61) kann daher der spezifische Energiefaktor aus dem Szenario GreenSupreme (UBA S.246) abgeschätzt werden.","UBA RESCUE S.246
bmwi 2019 Energiewende in der Industrie, S.45",https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie.pdf?__blob=publicationFile&v=8
Ass_I_P_metal_nonfe_ratio_fec_to_prodvol_electricity_2035,ud,Ratio electricity FEC to production volume non-ferrous metals 2030,0.7679999999999999,,"Anteile aus 2018 übernommen, da sie auch etwa mit GreenSupreme Szenario übereinstimmen und bmwi 2019 schreibt:
""Die meisten anderen Prozesse der NE-Metallindustrie werden hingegen überwiegend mit Brennstoffen betrieben. Bei diesen Prozessen ist sowohl der Einsatz von Biomasse, als auch synthetischer Brennstoffe im Rahmen der Energiewende als Chance zu begreifen.""
57% Strom bleibt konstant, 33% Erdgas wird Wasserstoff, 7% Koks und 3% sonstige Energieträger werden als Kohlenstoffersatz Biomasse","AG Energiebilanzen bilanz18d, Blatt tj, Zeile 55, Spalte AI
bmwi 2019 Branchensteckbrief der NE-Metallindustrie, S.18
UBA RESCUE 2019, S. 246","https://ag-energiebilanzen.de/7-0-Bilanzen-1990-2019.html

https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-metall.pdf?__blob=publicationFile&v=4

https://www.umweltbundesamt.de/sites/default/files/medien/376/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet.pdf"
Ass_I_P_metal_nonfe_ratio_fec_to_prodvol_hydrogen_2035,ud,Ratio hydrogen FEC to production volume non-ferrous metals 2030,0.44463157894736843,,"Anteile aus 2018 übernommen, da sie auch etwa mit GreenSupreme Szenario übereinstimmen und bmwi 2019 schreibt:
""Die meisten anderen Prozesse der NE-Metallindustrie werden hingegen überwiegend mit Brennstoffen betrieben. Bei diesen Prozessen ist sowohl der Einsatz von Biomasse, als auch synthetischer Brennstoffe im Rahmen der Energiewende als Chance zu begreifen.""
57% Strom bleibt konstant, 33% Erdgas wird Wasserstoff, 7% Koks und 3% sonstige Energieträger werden als Kohlenstoffersatz Biomasse","AG Energiebilanzen bilanz18d, Blatt tj, Zeile 55, Spalte AI
bmwi 2019 Branchensteckbrief der NE-Metallindustrie, S.18
UBA RESCUE 2019, S. 246","https://ag-energiebilanzen.de/7-0-Bilanzen-1990-2019.html

https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-metall.pdf?__blob=publicationFile&v=4

https://www.umweltbundesamt.de/sites/default/files/medien/376/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet.pdf"
Ass_I_P_metal_nonfe_ratio_fec_to_prodvol_biomass_2035,ud,Ratio biomass FEC to production volume non-ferrous metals 2030,0.13473684210526315,,"Anteile aus 2018 übernommen, da sie auch etwa mit GreenSupreme Szenario übereinstimmen und bmwi 2019 schreibt:
""Die meisten anderen Prozesse der NE-Metallindustrie werden hingegen überwiegend mit Brennstoffen betrieben. Bei diesen Prozessen ist sowohl der Einsatz von Biomasse, als auch synthetischer Brennstoffe im Rahmen der Energiewende als Chance zu begreifen.""
57% Strom bleibt konstant, 33% Erdgas wird Wasserstoff, 7% Koks und 3% sonstige Energieträger werden als Kohlenstoffersatz Biomasse","AG Energiebilanzen bilanz18d, Blatt tj, Zeile 55, Spalte AI
bmwi 2019 Branchensteckbrief der NE-Metallindustrie, S.18
UBA RESCUE 2019, S. 246","https://ag-energiebilanzen.de/7-0-Bilanzen-1990-2019.html

https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-metall.pdf?__blob=publicationFile&v=4

https://www.umweltbundesamt.de/sites/default/files/medien/376/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet.pdf"
Ass_I_P_metal_nonfe_CO2e_cb_2035,ud,combustion-based CO2e NE 2030,0.0024767326315789477,,"Substitution der konventuionellen Brennstoffe durch Strom oder Wasserstoff sorgt für 0 energiebedingte Emissionen 2030. Lediglich bei Biomasse entstehen gemäß der Einflussbilanz aber auch bei der Verbrennung von vor Ort cb Emissionen (aus CH4 und N2O), die dem Industrieprozess zugeschrieben werden, daher Berechnung =Fact_I_P_metal_nonfe_ratio_fec_to_prodvol_biomass_2035*Fact_RB_S_biomass_CO2e_EF
""Die Primäraluminiumherstellung bildet innerhalb der NE-Metallindustrie eine Ausnahme, da sie bereits zu mehr als 80 Prozent mit elektrischer Energie durchgeführt wird. Die meisten anderen Prozesse der NE-Metallindustrie werden hingegen überwiegend mit Brennstoffen betrieben. Bei diesen Prozessen ist sowohl der Einsatz von Biomasse, als auch synthetischer Brennstoffe im Rahmen der Energiewende als Chance zu begreifen. Um ferner hybride Lösungen für die Flexibilität nutzen zu können, müssten diese Prozesse verstärkt elektrifiziert werden.""","bmwi 2019 Branchensteckbrief der NE-Metallindustrie, S.18",https://www.bmwi.de/Redaktion/DE/Downloads/E/energiewende-in-der-industrie-ap2a-branchensteckbrief-metall.pdf?__blob=publicationFile&v=4
Ass_I_P_metal_nonfe_CO2e_pb_2035,ud,production-based CO2e NE 2030,0.0,,"BMWI sieht im Branchensteckbrief und Schlaglichter März 2020 v.a. inerte Anoden als Möglichkeit der Reduktion von prozessbedingten Emissionen:
""Neben der Vermeidung energiebedingter Emissionen bietet beispielsweise der Einsatz inerter Anoden statt Kohleanoden in der Aluminiumindustrie die Möglichkeit, prozessbedingte THG-Emissionen nennenswert zu reduzieren""
 GreenSupreme (UBA RESCUE 2019,  S.246) prognostiziert 0 Emissionen.
Mittlerweile ist mit ELYSIS das erste Unternehmen auf dem Weg zur Marktreife und verspricht 0 THG:
""The ELYSIS technology effectively puts an end to the use of carbon anode in the aluminium smelting process. It features the newly developed breakthrough proprietary materials that are stable and do not react during the process. Thus, it eliminates all direct greenhouse gas (GHG) emissions from the aluminium smelting process and is the first technology ever that emits oxygen as its by-product
It completely eliminates GHG emissions and seven other by-products (perfluorocarbons (PFCs), carbon monoxide, sulfur dioxide (SO₂), carbonyl sulfide, nitrogen oxides, polycyclic aromatic hydrocarbons (PAHs) and benzo(a)pyrene) of the aluminium production process.
We aim to complete the ELYSIS technology development and bring it to commercial size by 2024.","bmwi 2019 Branchensteckbrief, S. 18
bmwi Schlaglichter 2020, S.6
ELYSIS FAQ","https://www.bmwi.de/Redaktion/DE/Downloads/Monatsbericht/Monatsbericht-Themen/2020-03-im-fokus-wie-wird-die-produktion-klimaneutral.pdf?__blob=publicationFile&v=6

https://elysis.com/en/faq"
Ass_I_P_metal_nonfe_alrecycl_invest_2013,ui,Investitionskosten Aluminium-Recyclingswerk Bernburg 2013,30000000.0,,"Es handelt sich um einen Neubau eines Aluminium-Recyclingswerks von Befesa, doch ist ein Neubau ja oft genau so teuer/günstig wie ein Umbau: ""Im November 2013 begann der Bau des Schmelzwerks für eine Summe von 30 Millionen Euro.""",befesa 2014,https://www.befesa.com/web/de/prensa/historico_de_noticias/2014/bef_20141204.html
Ass_I_P_metal_nonfe_alrecycl_prodvol_2013,ui,Produktionsvolumen Aluminium-Recyclingswerk Bernburg 2013,90000.0,,"Auf dem neuesten Stand der Technik wird das neue Aluminium-Zweitschmelzwerk Bernburg ein Vorreiter des Industrierecyclings von Aluminium werden. In Bernburg werden 130.000 Tonnen Aluminiumschrott im Jahr verarbeitet. 70 Prozent davon werden als Neualuminium in Blöcken oder flüssiger Form an Kunden in der Region verkauft.
Jährlich werden 90.000 Tonnen Aluminiumlegierungen für die Automobil- und Verpackungsindustrie auf dem neuesten Stand der Technik hergestellt.",befesa 2014,https://www.befesa.com/web/de/prensa/historico_de_noticias/2014/bef_20141204.html
Ass_I_P_metal_nonfe_alrecycl_ratio_invest_to_prodvol_2013,ud,Invest/Produktionsvolumen Aluminium-Recyclingwerk Bernburg 2013,333.3333333333333,,"Obwohl Aluminium schon zu 80% mit Strom hergestellt wird (bmwi S.21), kann der Recyclinganteil des wichtigsten aller NE-Metalle stellvertretend für diese noch gesteigert werden. Zudem beziehen sich die zukünftigen Emissionsfaktoren ebenfalls auf Aluminium. Für die Gießereien konnten keine sinnvollen beispielhaften Investitionskosten für eine klimaneutrale Umstellung gefunden werden (https://www.giesserei.eu/magazin/aktuelles/2017/06-2017/millionen-investition-geplant/)",befesa 2014 Artikel,https://www.befesa.com/web/de/prensa/historico_de_noticias/2014/bef_20141204.html
Ass_I_P_other_paper_prodvol_2050,ui,cement industry production volume 2050,17000000.0,t/a,"""Für GreenLife und GreenSupreme ergibt sich bis 2050 aufgrund des nachhaltigen und ressourcenschonenden Konsumverhaltens eine Änderung der Produktionsmengen auf etwa 17 Mio. t. """,UBA RESCUE S. 273f,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_paper_prodvol_change,ui,cement industry production volume change 2050,-0.25049210704260105,%,Division von Ass_I_P_other_cement_prodvol_2050/Fact_I_P_other_cement_prodvol_2018 und dann -1,UBA RESCUE S. 273f,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_paper_CO2e_cb_2050,ui,cement industry cb CO2e emissions 2050,0.0,t/a,"""Durch die vollständige Umstellung auf Strom bzw. auf erneuerbare Brennstoffe sowie im GreenLate Szenario auf erneuerbare Brennstoffe, sinken in allen Szenarien die Treibhausgasemissionen auf Null, wie in Abbildung 5-99 zu sehen ist""",UBA RESCUE S. 276,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_paper_ratio_CO2e_cb_to_prodvol_2050,ud,cement industry ratio cb CO2e to prodvol 2050,0.0,,Division von Ass_I_P_other_cement_CO2e_cb_2050/Ass_I_P_other_cement_prodvol_2050,,
Ass_I_P_other_paper_fec_elec_2050,ui,cement industry fec electricity 2050,8000000.0,MWh/a,"Abbildung 5-98 Auf RESCUE S. 275 zeigt den Endenergiebedarf der Papierindustrie in GreenSupreme 2050 grafisch, davon abgelesen etwa 8 TWh Strombedarf.
 Interne biogene Reststoffe werden mit etwa 9 TWh bilanziert und nicht als EEV bereitgestellt: ""Substitution der fossilen Energieträger durch Umstellung der Prozesswärmeerzeugung auf Strom und die prozessinterne Nutzung anfallender biogener Reststoffe, z. B. der Ablauge aus der Zellstoffkochung, Rinde und Holzabfällen sowie Faserschlämmen""","UBA RESCUE S. 273, 275",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_paper_fec_heatnet_2050,ui,cement industry fec heatnet 2050,7000000.0,MWh/a,"Abbildung 5-98 Auf RESCUE S. 275 zeigt den Endenergiebedarf der Papierindustrie in GreenSupreme 2050 grafisch, davon abgelesen etwa 7 TWh KWK-Wärme (was hier als Fernwärme verbucht wird). ",UBA RESCUE S. 275,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_paper_ratio_fec_elec_to_prodvol_2050,ud,cement industry ratio fec electricity to production volume 2050,0.47058823529411764,MWh/t,Division von Ass_I_P_other_cement_fec_elec_2050/Ass_I_P_other_cement_prodvol_2050,"UBA RESCUE S. 273, 275",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_paper_ratio_fec_heatnet_to_prodvol_2050,ud,cement industry ratio fec heatnet to poduction volume 2050,0.4117647058823529,MWh/t,Division von Ass_I_P_other_cement_fec_heatnet_2050/Ass_I_P_other_cement_prodvol_2050,UBA RESCUE S. 275,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_paper_varel_invest_2019,ui,Investitionskosten Power-to-heat Papierfabrik Varel 2019,2000000.0,,"Errichtet wurde eine power-to-heat-Anlage zur Auffangung von Wind-Stromspitzen: ""Der Anteil des produzierten Dampfes aus der neuen Anlage an der Gesamtproduktion ist aber recht überschaubar: Während der übergroße Tauchsieder 15 Tonnen Dampf pro Stunde produziert, entstehen in den anderen Dampfkesseln in der gleichen Zeit 200 Tonnen.""
Damit ist es aktuell nur eine Ergänzung und Pilotprojekt für die Zukunft: ""Die rund zwei Millionen Euro schwere Investition werde sich wohl auch nicht in finanzieller Weise rechnen.""",nwzonline 2019,"https://www.nwzonline.de/friesland/wirtschaft/varel-energiewende-in-varel-windstrom-soll-dampf-machen_a_50,6,1864558516.html"
Ass_I_P_other_paper_varel_prodvol_2019,ui,Produktionsvolumen Power-to-heat Papierfabrik Varel 2019,63750.0,,"Die Investition in die Power-to-heat-Anlage ist Teil eines großen Umbaus der Papierfabrik Varel. In einem Artikel aus dem gleichen Monat heißt es: ""Derzeit kann die Fabrik 850 000 Tonnen pro Jahr herstellen.""
Da die Power-to-heat-Anlage nur 15 t Dampf pro Stunde produziert (Gesamtfabrik 200 t/h), wird angenommen, dass damit 15/200*850.000 t Papierprodukte pro Jahr produziert werden können.",nwzonline 2019,"https://www.nwzonline.de/wirtschaft/varel-kartonfabrik-varel-280-millionen-fuer-mehr-papier_a_50,6,1496652971.html"
Ass_I_P_other_paper_varel_ratio_invest_to_prodvol_2019,ud,Invest/Produktionsvolumen Power-to-heat Papierfabrik Varel 2019,31.372549019607842,,"RESCUE 2019 schreibt:
""Eine Minderung der energiebedingten THG-Emissionen ist durch unterschiedliche Maßnahmen möglich:
Substitution der fossilen Energieträger durch Umstellung der Prozesswärmeerzeugung auf Strom und die prozessinterne Nutzung anfallender biogener Reststoffe, z. B. der Ablauge aus der Zellstoffkochung, Rinde und Holzabfällen sowie Faserschlämmen, Maßnahmen zur Steigerung der Energieeffizienz bei der Bereitstellung der Prozesswärme,
Maßnahmen zur Steigerung der Energieeffizienz von mechanischen Antrieben sowie weitere Erhöhung des Anteils an Altpapier als Faserstoff (um 10 %).""
Die Power-to-heat-Anlage in Varel sorgt für eine Umstellung der Prozesswärmeerzeugung auf Strom und wird daher stellvertretend als Investitionsgröße verwendet.","UBA 2019 RESCUE S. 273, nwzonline 2019","https://www.nwzonline.de/friesland/wirtschaft/varel-energiewende-in-varel-windstrom-soll-dampf-machen_a_50,6,1864558516.html"
Ass_I_P_other_food_prodvol_change_pa,ui,food industry producution volume change pa,0.007,%,"""Vor dem Hintergrund der Heterogenität wurde in den Green-Szenarien vereinfachend pauschale Annahmen getroffen und die Nahrungsmittelindustrie als Gesamtes betrachtet. Es wird bspw. angenommen, dass für die gesamte Nahrungsmittelindustrie insbesondere bedingt durch den Export eine Produktionssteigerung um 0,7 % erfolgt.""",UBA RESCUE S. 276,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_food_prodvol_2050,ui,food industry producution volume 2050,134263009.5015446,t/a,"Basierend auf der Produktionsmenge der Ernährungsindustrie 2015 werden die jährlichen Änderungen von +0,7% für 35 Jahre angenommen.","UBA RESCUE S. 276, Thünen 2019 S.61",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_food_prodvol_change,ud,food industry production volume change total until 2050,0.2765313040896822,%,Division von Ass_I_P_other_food_prodvol_2050/Fact_I_P_other_food_prodvol_2015 und dann -1,"UBA RESCUE S. 276, Thünen 2019 S.61",https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_food_CO2e_cb_2050,ui,food industry cb CO2e emissions 2050,0.0,t/a,"""Durch die vollständige Umstellung auf Strom bzw. auf erneuerbare Brennstoffe sowie im GreenLate Szenario auf erneuerbare Brennstoffe, sinken in allen Szenarien die Treibhausgasemissionen auf Null, wie in Abbildung 5-99 zu sehen ist.""",UBA RESCUE S. 277,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_food_ratio_CO2e_cb_to_prodvol_2050,ud,food industry ratio cb CO2e to prodvol 2050,0.0,,Division von Ass_I_P_other_food_CO2e_cb_2050/Ass_I_P_other_food_prodvol_2050,,
Ass_I_P_other_food_fec_elec_2050,ui,food industry fec electricity 2050,18000000.0,MWh/a,"Abbildung 5-101 Auf RESCUE S. 279 zeigt den Endenergiebedarf der Nahrungsmittelindustrie in GreenSupreme 2050 grafisch, davon abgelesen etwa 18 TWh Strom.",UBA RESCUE S. 279,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_food_fec_heatnet_2050,ui,food industry fec heatnet 2050,6000000.0,MWh/a,"Abbildung 5-101 Auf RESCUE S. 279 zeigt den Endenergiebedarf der Nahrungsmittelindustrie in GreenSupreme 2050 grafisch, davon abgelesen etwa 8 TWh KWK-Wärme (was hier als Fernwärme verbucht wird). ""Darüber hinaus wird knapp ein Viertel der Endenergiebedarfe durch leitungsgebundene Wärmeversorgung bereitgestellt. Dies ist Prozesswärme im Temperaturbereich 100 bis 500 °C, welche mit Wärme aus KWK-Systemen versorgt wird""",UBA RESCUE S. 279,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_food_ratio_fec_elec_to_prodvol_2050,ud,food industry ratio fec electricity to production volume 2050,0.13406522069500404,MWh/t,Division von Ass_I_P_other_food_fec_elec_2050/Ass_I_P_other_food_prodvol_2050,UBA RESCUE S. 279,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_food_ratio_fec_heatnet_to_prodvol_2050,ud,food industry ratio fec heatnet to poduction volume 2050,0.04468840689833468,MWh/t,Division von Ass_I_P_other_food_fec_heatnet_2050/Ass_I_P_other_food_prodvol_2050,UBA RESCUE S. 279,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_food_coke_invest_2020,ui,Investitionskosten Klimaneutralität Coca Cola EP 2020,250000000.0,,"Coca Cola EP schreibt: 
""Dieser beinhaltet eine Investition von 250 Millionen Euro, um konkret Initiativen für die Dekarbonisierung in den unterschiedlichsten Bereichen des Unternehmens umzusetzen. Darunter fällt zum Beispiel die kontinuierliche Erweiterung des Verpackungsportfolios bestehend aus 100% recyceltem PET.""
Allerdings: ""Schon seit 2015 setzt CCEP in Deutschland komplett auf Strom aus erneuerbaren Energiequellen.""",Coca Cola EP 2020,https://www.cocacolaep.com/de/news/2020/klimaneutral-bis-2040-coca-cola-unterstreicht-nachhaltigkeitsziele-mit-europaweitem-commitment/
Ass_I_P_other_food_coke_prodvol_2019,ui,Produktionsvolumen Coca Cola EP 2019,14314238.0,,"Die Abfüllmenge von Coca Cola EP in all seinen 50 Abfüllablangen Westeuropas 2019: 2.521.000 unit cases * 5,678 l/unit case",Coca Cola EP 2019 S. 1,https://s24.q4cdn.com/897379916/files/doc_financials/quarterly_reports/2019/q4/CCEP-Prelim-Results-FY19-(final-web).pdf
Ass_I_P_other_food_coke_ratio_invest_to_prodvol_2019,ud,Invest/Produktionsvolumen Coca Cola EP,17.46512807737303,,"RESCUE 2019 schreibt:
""Die Treibhausgasemissionen der Nahrungsmittelindustrie sind ausschließlich energiebedingt, so dass folgende Ansätze zur THG-Minderung beitragen:
► Substitution der fossilen Energieträger, insbesondere durch die direkte Nutzung von erneuerbarem Strom,
► Effizienzsteigerung in den Produktionsprozessen sowie
► Effizienzsteigerung durch konsequente Abwärmenutzung""
Weder für die Milch- oder Fleischverarbeitung noch für die Zuckerindustrie konnte ein entsprechender Bericht zu Investitionskosten vs. Produktionsmenge gefunden werden. Daher wurde bei der Getränkeherstellung recherchiert und Coca-Cola EP ausfindig gemacht, die mit einer übergreifenden Strategie bis 2040 klimaneutral werden wollen. Die Investitionen sind daher nicht so spezifisch, geben aber eine Abschätzung der überschlägigen Kosten pro produzierter Tonne.",UBA 2019 RESCUE S. 277,https://www.cocacolaep.com/de/news/2020/klimaneutral-bis-2040-coca-cola-unterstreicht-nachhaltigkeitsziele-mit-europaweitem-commitment/
Ass_I_P_other_further_prodvol_2050,ud,further industry sectors production volume 2050,1.0,%,"Es ist extrem schwierig, Gesamtproduktionsmengen für die weiteren Branchen zu finden, selbst das UBA schreibt in der RESCUE-Studie: ""Die sonstigen Branchen in Industrie und verarbeitenden Gewerbe sind sehr heterogen, beispielsweise sind hier die Textilindustrie, die Möbelindustrie oder die Pharmaindustrie enthalten. Zudem liegen nicht für alle Teilbranchen verlässliche Produktionsstatistiken vor. In den Szenarien GreenEe2, GreenMe, GreenLife und GreenSupreme wird pauschal eine proportionale Änderung der Produktion wie unterstellt. Diese ergibt sich aus der Summe der Produktionsänderungen der oben detaillierter betrachteten Branchen115 in den Jahren 2030, 2040 und 2050 im Vergleich zu den Produktionsdaten aus dem Jahr 2010.""
Da nicht klar ist, wie genau die proportionale Änderung der Produktion erfolgt und das Produktionsniveau nicht wirklich benötigt wird, wird hier ein konstantes Produktionsniveau von 100% mit Verweis auf diesen Sonderfall gesetzt, die Emissionen werden von der Energiemenge abgeleitet.",UBA RESCUE 2019 S. 280,
Ass_I_P_other_further_CO2e_cb_2050,ui,further industry sectors cb CO2e emissions 2050,1579145.6610272878,t/a,"""In den sonstigen Branchen können die Treibhausgasemissionen bis 2050 in allen Szenarien vollständig reduziert werden. Die wichtigsten Maßnahmen sind auch hier die Technologieumstellung auf Strom und dort wo dies technisch nicht möglich ist, auf erneuerbares Gas""
Gemäß der Einflussbilanz entstehen aber auch bei der Verbrennung von (netto klimaneutralem) E-Methan vor Ort cb Emissionen, die dem Industrieprozess zugeschrieben werden, daher addieren wir =Ass_I_P_other_further_fec_gas_2050*Fact_T_S_methan_EmFa_tank_wheel_2018",UBA RESCUE S. 283,https://www.umweltbundesamt.de/sites/default/files/medien/1410/publikationen/rescue_studie_cc_36-2019_wege_in_eine_ressourcenschonende_treibhausgasneutralitaet_auflage2_juni-2021.pdf
Ass_I_P_other_further_ratio_of_CO2e_cb_to_fec_2050,ud,further industry sectors cb CO2e emissions ratio to fec 2050,0.02819902966120157,t/MWh,"Da keine vollständigen Produktionsmengen erhebbar oder projizierbar sind, Division von Ass_I_P_other_further_CO2e_cb_2050/Ass_I_P_other_further_fec_2050",,
Ass_I_P_other_2d_CO2e_pb_2050,ui,further industry sectors pb CO2e emissions solvents (CRF 2.D) 2050,690268.0,t/a,"GreenSupreme Tabelle 46 zeigt die angenommenen ""THG-Emissionen von Lösemitteln und anderen Produktanwendungen sowie Lachgas in t CO2Äq"", die hier wie 2018 CRF 2.D der Kategorie ""Weitere Branchen"" als prozessbedingte Emissionen zugeordnet werden.",UBA 2019 RESCUE GreenSupreme S.103,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_other_2efgh_CO2e_pb_2050,ui,further industry sectors pb CO2e emissions f-gases (CRF 2.E-H) 2050,1102578.0,t/a,"GreenSupreme Tabelle 45 zeigt die angenommenen ""THG-Emissionen aus Produktion und Einsatz fluorierter Treibhausgase in t CO2Äq"", die hier wie 2018 CRF 2.E-H der Kategorie ""Weitere Branchen"" als prozessbedingte Emissionen zugeordnet werden.",UBA 2019 RESCUE GreenSupreme S.103,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2020_12_28_cc_05-2020_endbericht_greensupreme.pdf
Ass_I_P_other_2d_ratio_of_CO2e_pb_to_fec_2050,ud,further industry sectors pb CO2e emissions (CRF 2.D) ratio to fec 2050,0.012326214285714286,t/MWh,"Da keine vollständigen Produktionsmengen erhebbar oder projizierbar sind, Division von Ass_I_P_other_2d_CO2e_pb_2050/Ass_I_P_other_further_fec_2050",,
Ass_I_P_other_2efgh_ratio_of_CO2e_pb_to_fec_2050,ud,"further industry sectors pb CO2e emissions (f-gases, CRF 2.E-H) ratio to fec 2050",0.019688892857142856,t/MWh,"Da keine vollständigen Produktionsmengen erhebbar oder projizierbar sind, Division von Ass_I_P_other_2efgh_CO2e_pb_2050/Ass_I_P_other_further_fec_2050",,
